timestamp,machine_id,line,status,temperature_c,vibration_mm_s,power_kw,operator
2026-01-12T02:00:00Z,MA-01,Line-A,RUNNING,72.39,4.75,17.53,Reid
2026-01-12T02:00:00Z,MA-02,Line-A,RUNNING,72.74,4.94,39.55,Nguyen
2026-01-12T02:00:00Z,MA-03,Line-A,ALARM,85.44,5.03,39.19,Patel
2026-01-12T02:00:00Z,MA-04,Line-A,RUNNING,73.08,2.1,46.13,Reid
2026-01-12T02:00:00Z,MB-01,Line-B,DOWN,83.22,8.17,47.22,Patel
2026-01-12T02:00:00Z,MB-02,Line-B,RUNNING,80.14,5.21,32.55,Alvarez
2026-01-12T02:00:00Z,MB-03,Line-B,RUNNING,82.37,7.47,45.82,Patel
2026-01-12T02:00:00Z,MB-04,Line-B,RUNNING,72.85,6.35,21.63,Morris
2026-01-12T02:00:00Z,MC-01,Line-C,RUNNING,63.64,5.6,23.66,Morris
2026-01-12T02:00:00Z,MC-02,Line-C,ALARM,85.19,7.01,32.62,Patel
2026-01-12T02:00:00Z,MC-03,Line-C,RUNNING,73.47,4.92,15.03,Chen
2026-01-12T02:00:00Z,MC-04,Line-C,DOWN,74.03,8.26,17.35,Morris
2026-01-12T02:00:00Z,MD-01,Line-D,RUNNING,67.11,6.35,29.16,Nguyen
2026-01-12T02:00:00Z,MD-02,Line-D,RUNNING,84.32,5.23,35.93,Diaz
2026-01-12T02:00:00Z,MD-03,Line-D,RUNNING,67.69,5.45,18.67,Alvarez
2026-01-12T02:00:00Z,MD-04,Line-D,DOWN,80.5,8.17,38.43,Morris
2026-01-12T03:00:00Z,MA-01,Line-A,RUNNING,74.67,2.72,21.28,Nguyen
2026-01-12T03:00:00Z,MA-02,Line-A,IDLE,72.5,2.03,33.7,Reid
2026-01-12T03:00:00Z,MA-03,Line-A,RUNNING,85.37,2.14,32.24,Reid
2026-01-12T03:00:00Z,MA-04,Line-A,RUNNING,76.22,6.15,48.77,Nguyen
2026-01-12T03:00:00Z,MB-01,Line-B,RUNNING,63.44,5.53,37.7,Alvarez
2026-01-12T03:00:00Z,MB-02,Line-B,ALARM,84.2,3.44,29.59,Alvarez
2026-01-12T03:00:00Z,MB-03,Line-B,RUNNING,83.94,7.47,36.59,Reid
2026-01-12T03:00:00Z,MB-04,Line-B,ALARM,78.52,7.83,30.39,Chen
2026-01-12T03:00:00Z,MC-01,Line-C,RUNNING,70.2,3.22,48.09,Morris
2026-01-12T03:00:00Z,MC-02,Line-C,RUNNING,76.6,4.67,44.81,Patel
2026-01-12T03:00:00Z,MC-03,Line-C,RUNNING,80.76,7.52,34.6,Morris
2026-01-12T03:00:00Z,MC-04,Line-C,RUNNING,72.69,6.44,37.34,Morris
2026-01-12T03:00:00Z,MD-01,Line-D,RUNNING,83.48,5.07,40.45,Alvarez
2026-01-12T03:00:00Z,MD-02,Line-D,RUNNING,65.23,5.41,29.45,Diaz
2026-01-12T03:00:00Z,MD-03,Line-D,RUNNING,66.84,3.91,24.38,Reid
2026-01-12T03:00:00Z,MD-04,Line-D,IDLE,80.53,4.38,33.78,Patel
2026-01-12T04:00:00Z,MA-01,Line-A,RUNNING,71.99,4.74,21.65,Chen
2026-01-12T04:00:00Z,MA-02,Line-A,RUNNING,77.18,2.27,37.95,Reid
2026-01-12T04:00:00Z,MA-03,Line-A,RUNNING,68.15,2.83,26.82,Patel
2026-01-12T04:00:00Z,MA-04,Line-A,RUNNING,64.83,7.07,49.38,Patel
2026-01-12T04:00:00Z,MB-01,Line-B,RUNNING,77.18,6.98,40.12,Chen
2026-01-12T04:00:00Z,MB-02,Line-B,RUNNING,74.58,3.93,32.02,Diaz
2026-01-12T04:00:00Z,MB-03,Line-B,RUNNING,73.41,6.36,49.5,Morris
2026-01-12T04:00:00Z,MB-04,Line-B,DOWN,75.61,8.28,49.92,Patel
2026-01-12T04:00:00Z,MC-01,Line-C,RUNNING,71.07,7.16,19.91,Nguyen
2026-01-12T04:00:00Z,MC-02,Line-C,RUNNING,66.03,7.87,23.99,Diaz
2026-01-12T04:00:00Z,MC-03,Line-C,ALARM,68.64,7.99,40.34,Reid
2026-01-12T04:00:00Z,MC-04,Line-C,RUNNING,64.51,5.4,49.18,Nguyen
2026-01-12T04:00:00Z,MD-01,Line-D,RUNNING,77.62,6.88,32.05,Nguyen
2026-01-12T04:00:00Z,MD-02,Line-D,RUNNING,71.5,2.25,27.42,Reid
2026-01-12T04:00:00Z,MD-03,Line-D,IDLE,82.41,3.3,46.51,Diaz
2026-01-12T04:00:00Z,MD-04,Line-D,RUNNING,67.21,5.32,35.22,Alvarez
2026-01-12T05:00:00Z,MA-01,Line-A,RUNNING,65.86,2.68,48.82,Nguyen
2026-01-12T05:00:00Z,MA-02,Line-A,RUNNING,69.99,4.67,21.8,Chen
2026-01-12T05:00:00Z,MA-03,Line-A,ALARM,76.47,8.21,36.54,Patel
2026-01-12T05:00:00Z,MA-04,Line-A,RUNNING,64.57,3.32,35.89,Nguyen
2026-01-12T05:00:00Z,MB-01,Line-B,ALARM,82.65,8.01,48.85,Diaz
2026-01-12T05:00:00Z,MB-02,Line-B,RUNNING,78.33,4.39,32.29,Chen
2026-01-12T05:00:00Z,MB-03,Line-B,RUNNING,71.74,5.3,21.4,Diaz
2026-01-12T05:00:00Z,MB-04,Line-B,RUNNING,74.39,7.49,29.29,Alvarez
2026-01-12T05:00:00Z,MC-01,Line-C,RUNNING,78.96,6.64,30.52,Diaz
2026-01-12T05:00:00Z,MC-02,Line-C,RUNNING,83.52,3.5,15.43,Nguyen
2026-01-12T05:00:00Z,MC-03,Line-C,RUNNING,84.62,8.06,29.68,Diaz
2026-01-12T05:00:00Z,MC-04,Line-C,RUNNING,72.98,6.86,24.28,Patel
2026-01-12T05:00:00Z,MD-01,Line-D,RUNNING,73.64,6.63,23.89,Diaz
2026-01-12T05:00:00Z,MD-02,Line-D,RUNNING,80.59,8.29,25.96,Nguyen
2026-01-12T05:00:00Z,MD-03,Line-D,RUNNING,74.92,2.04,15.39,Reid
2026-01-12T05:00:00Z,MD-04,Line-D,RUNNING,73.5,2.85,19.16,Morris
2026-01-12T06:00:00Z,MA-01,Line-A,RUNNING,63.4,2.68,41.3,Alvarez
2026-01-12T06:00:00Z,MA-02,Line-A,RUNNING,64.59,5.92,17.25,Chen
2026-01-12T06:00:00Z,MA-03,Line-A,RUNNING,76.14,5.41,25.42,Alvarez
2026-01-12T06:00:00Z,MA-04,Line-A,RUNNING,77.53,6.41,21.83,Reid
2026-01-12T06:00:00Z,MB-01,Line-B,RUNNING,69.44,7.44,24.17,Chen
2026-01-12T06:00:00Z,MB-02,Line-B,RUNNING,68.86,6.94,18.97,Alvarez
2026-01-12T06:00:00Z,MB-03,Line-B,RUNNING,63.26,7.31,41.14,Patel
2026-01-12T06:00:00Z,MB-04,Line-B,RUNNING,75.66,5.24,34.97,Nguyen
2026-01-12T06:00:00Z,MC-01,Line-C,RUNNING,76.75,6.77,46.69,Chen
2026-01-12T06:00:00Z,MC-02,Line-C,RUNNING,83.37,5.28,42.69,Alvarez
2026-01-12T06:00:00Z,MC-03,Line-C,RUNNING,77.71,2.45,29.81,Reid
2026-01-12T06:00:00Z,MC-04,Line-C,RUNNING,73.01,2.77,45.53,Patel
2026-01-12T06:00:00Z,MD-01,Line-D,RUNNING,68.97,7.68,34.18,Nguyen
2026-01-12T06:00:00Z,MD-02,Line-D,RUNNING,75.79,2.32,43.3,Nguyen
2026-01-12T06:00:00Z,MD-03,Line-D,RUNNING,73.52,3.73,23.75,Diaz
2026-01-12T06:00:00Z,MD-04,Line-D,RUNNING,69.05,6.32,28.23,Reid
2026-01-12T07:00:00Z,MA-01,Line-A,RUNNING,83.82,4.03,34.34,Morris
2026-01-12T07:00:00Z,MA-02,Line-A,RUNNING,69.63,2.21,33.68,Patel
2026-01-12T07:00:00Z,MA-03,Line-A,RUNNING,64.3,7.65,23.75,Alvarez
2026-01-12T07:00:00Z,MA-04,Line-A,RUNNING,80.86,5.28,33.46,Morris
2026-01-12T07:00:00Z,MB-01,Line-B,RUNNING,77.92,7.42,35.09,Reid
2026-01-12T07:00:00Z,MB-02,Line-B,RUNNING,68.2,2.45,48.36,Reid
2026-01-12T07:00:00Z,MB-03,Line-B,RUNNING,72.39,4.6,35.44,Reid
2026-01-12T07:00:00Z,MB-04,Line-B,RUNNING,77.08,7.1,42.34,Diaz
2026-01-12T07:00:00Z,MC-01,Line-C,IDLE,69.02,4.42,40.66,Chen
2026-01-12T07:00:00Z,MC-02,Line-C,DOWN,84.63,6.2,17.97,Morris
2026-01-12T07:00:00Z,MC-03,Line-C,RUNNING,66.44,7.19,48.73,Patel
2026-01-12T07:00:00Z,MC-04,Line-C,RUNNING,75.97,6.63,29.96,Reid
2026-01-12T07:00:00Z,MD-01,Line-D,RUNNING,67.93,7.16,31.98,Nguyen
2026-01-12T07:00:00Z,MD-02,Line-D,DOWN,85.7,6.76,46.83,Alvarez
2026-01-12T07:00:00Z,MD-03,Line-D,RUNNING,65.21,5.87,21.32,Diaz
2026-01-12T07:00:00Z,MD-04,Line-D,RUNNING,80.56,5.58,23.09,Alvarez
2026-01-12T08:00:00Z,MA-01,Line-A,RUNNING,81.74,7.11,26.44,Patel
2026-01-12T08:00:00Z,MA-02,Line-A,RUNNING,76.51,6.0,21.28,Morris
2026-01-12T08:00:00Z,MA-03,Line-A,RUNNING,82.07,7.28,34.23,Nguyen
2026-01-12T08:00:00Z,MA-04,Line-A,RUNNING,77.35,3.06,34.61,Reid
2026-01-12T08:00:00Z,MB-01,Line-B,DOWN,64.39,8.08,42.71,Morris
2026-01-12T08:00:00Z,MB-02,Line-B,RUNNING,78.25,5.0,22.08,Patel
2026-01-12T08:00:00Z,MB-03,Line-B,RUNNING,66.07,7.67,35.37,Chen
2026-01-12T08:00:00Z,MB-04,Line-B,RUNNING,72.23,5.52,38.23,Nguyen
2026-01-12T08:00:00Z,MC-01,Line-C,RUNNING,83.08,7.22,23.85,Diaz
2026-01-12T08:00:00Z,MC-02,Line-C,RUNNING,76.84,4.63,50.43,Diaz
2026-01-12T08:00:00Z,MC-03,Line-C,RUNNING,83.29,2.27,17.51,Chen
2026-01-12T08:00:00Z,MC-04,Line-C,RUNNING,64.32,4.16,27.52,Alvarez
2026-01-12T08:00:00Z,MD-01,Line-D,RUNNING,63.37,2.84,40.63,Diaz
2026-01-12T08:00:00Z,MD-02,Line-D,RUNNING,68.82,6.92,33.09,Morris
2026-01-12T08:00:00Z,MD-03,Line-D,RUNNING,85.32,6.7,21.51,Morris
2026-01-12T08:00:00Z,MD-04,Line-D,RUNNING,83.89,4.89,33.76,Morris
2026-01-12T09:00:00Z,MA-01,Line-A,RUNNING,72.55,3.44,20.15,Nguyen
2026-01-12T09:00:00Z,MA-02,Line-A,RUNNING,65.11,7.44,40.26,Nguyen
2026-01-12T09:00:00Z,MA-03,Line-A,RUNNING,72.38,7.67,18.83,Nguyen
2026-01-12T09:00:00Z,MA-04,Line-A,RUNNING,72.39,6.74,32.57,Chen
2026-01-12T09:00:00Z,MB-01,Line-B,IDLE,70.43,4.1,29.17,Reid
2026-01-12T09:00:00Z,MB-02,Line-B,RUNNING,66.78,4.95,14.49,Chen
2026-01-12T09:00:00Z,MB-03,Line-B,RUNNING,76.35,7.33,35.43,Alvarez
2026-01-12T09:00:00Z,MB-04,Line-B,RUNNING,69.62,3.0,46.92,Diaz
2026-01-12T09:00:00Z,MC-01,Line-C,RUNNING,79.51,6.46,47.82,Patel
2026-01-12T09:00:00Z,MC-02,Line-C,RUNNING,67.07,2.99,43.97,Nguyen
2026-01-12T09:00:00Z,MC-03,Line-C,ALARM,84.15,6.08,32.57,Diaz
2026-01-12T09:00:00Z,MC-04,Line-C,RUNNING,73.87,5.53,35.51,Diaz
2026-01-12T09:00:00Z,MD-01,Line-D,RUNNING,63.54,4.87,27.93,Diaz
2026-01-12T09:00:00Z,MD-02,Line-D,ALARM,67.11,8.01,28.99,Morris
2026-01-12T09:00:00Z,MD-03,Line-D,RUNNING,82.4,2.12,46.61,Chen
2026-01-12T09:00:00Z,MD-04,Line-D,RUNNING,82.7,6.35,48.86,Patel
2026-01-12T10:00:00Z,MA-01,Line-A,RUNNING,83.03,6.83,43.81,Alvarez
2026-01-12T10:00:00Z,MA-02,Line-A,RUNNING,68.86,7.68,38.7,Nguyen
2026-01-12T10:00:00Z,MA-03,Line-A,RUNNING,64.22,7.76,14.79,Chen
2026-01-12T10:00:00Z,MA-04,Line-A,ALARM,80.74,7.99,22.96,Morris
2026-01-12T10:00:00Z,MB-01,Line-B,RUNNING,77.27,6.75,33.28,Patel
2026-01-12T10:00:00Z,MB-02,Line-B,RUNNING,75.35,2.85,24.8,Nguyen
2026-01-12T10:00:00Z,MB-03,Line-B,RUNNING,65.69,6.3,36.21,Chen
2026-01-12T10:00:00Z,MB-04,Line-B,RUNNING,68.83,3.2,42.49,Alvarez
2026-01-12T10:00:00Z,MC-01,Line-C,RUNNING,74.69,6.48,33.44,Alvarez
2026-01-12T10:00:00Z,MC-02,Line-C,RUNNING,80.03,7.13,47.97,Nguyen
2026-01-12T10:00:00Z,MC-03,Line-C,RUNNING,75.96,4.49,36.07,Chen
2026-01-12T10:00:00Z,MC-04,Line-C,RUNNING,74.87,5.59,45.2,Chen
2026-01-12T10:00:00Z,MD-01,Line-D,RUNNING,83.72,6.82,33.87,Diaz
2026-01-12T10:00:00Z,MD-02,Line-D,RUNNING,82.85,6.93,50.46,Diaz
2026-01-12T10:00:00Z,MD-03,Line-D,RUNNING,64.9,4.05,17.2,Nguyen
2026-01-12T10:00:00Z,MD-04,Line-D,RUNNING,69.16,5.82,19.54,Diaz
2026-01-12T11:00:00Z,MA-01,Line-A,ALARM,84.88,5.55,30.08,Alvarez
2026-01-12T11:00:00Z,MA-02,Line-A,RUNNING,71.35,5.11,41.55,Patel
2026-01-12T11:00:00Z,MA-03,Line-A,ALARM,77.45,8.14,33.88,Reid
2026-01-12T11:00:00Z,MA-04,Line-A,RUNNING,82.48,2.04,43.16,Chen
2026-01-12T11:00:00Z,MB-01,Line-B,RUNNING,63.45,3.04,39.84,Nguyen
2026-01-12T11:00:00Z,MB-02,Line-B,RUNNING,74.93,3.14,22.55,Reid
2026-01-12T11:00:00Z,MB-03,Line-B,RUNNING,71.46,3.37,22.1,Diaz
2026-01-12T11:00:00Z,MB-04,Line-B,RUNNING,64.55,2.91,25.24,Alvarez
2026-01-12T11:00:00Z,MC-01,Line-C,RUNNING,66.46,7.44,31.74,Chen
2026-01-12T11:00:00Z,MC-02,Line-C,RUNNING,66.56,5.97,41.28,Chen
2026-01-12T11:00:00Z,MC-03,Line-C,RUNNING,76.04,3.93,32.58,Nguyen
2026-01-12T11:00:00Z,MC-04,Line-C,RUNNING,83.05,3.26,28.72,Alvarez
2026-01-12T11:00:00Z,MD-01,Line-D,DOWN,85.11,7.19,49.28,Patel
2026-01-12T11:00:00Z,MD-02,Line-D,RUNNING,67.46,3.26,30.12,Diaz
2026-01-12T11:00:00Z,MD-03,Line-D,RUNNING,83.15,3.99,37.38,Alvarez
2026-01-12T11:00:00Z,MD-04,Line-D,RUNNING,67.36,7.29,43.37,Nguyen
2026-01-12T12:00:00Z,MA-01,Line-A,RUNNING,70.8,4.28,33.39,Patel
2026-01-12T12:00:00Z,MA-02,Line-A,RUNNING,78.44,3.06,42.79,Patel
2026-01-12T12:00:00Z,MA-03,Line-A,RUNNING,78.91,7.98,35.55,Patel
2026-01-12T12:00:00Z,MA-04,Line-A,DOWN,84.36,3.27,30.48,Reid
2026-01-12T12:00:00Z,MB-01,Line-B,RUNNING,77.06,5.88,31.26,Alvarez
2026-01-12T12:00:00Z,MB-02,Line-B,RUNNING,66.55,3.13,41.4,Alvarez
2026-01-12T12:00:00Z,MB-03,Line-B,RUNNING,81.07,5.79,28.29,Reid
2026-01-12T12:00:00Z,MB-04,Line-B,RUNNING,76.1,2.85,37.18,Morris
2026-01-12T12:00:00Z,MC-01,Line-C,ALARM,68.87,7.98,27.72,Nguyen
2026-01-12T12:00:00Z,MC-02,Line-C,IDLE,82.72,5.43,27.18,Alvarez
2026-01-12T12:00:00Z,MC-03,Line-C,ALARM,85.41,2.2,14.18,Reid
2026-01-12T12:00:00Z,MC-04,Line-C,RUNNING,81.15,2.26,50.83,Patel
2026-01-12T12:00:00Z,MD-01,Line-D,RUNNING,65.45,2.45,48.43,Nguyen
2026-01-12T12:00:00Z,MD-02,Line-D,RUNNING,77.69,2.15,44.72,Chen
2026-01-12T12:00:00Z,MD-03,Line-D,RUNNING,68.78,6.34,21.38,Diaz
2026-01-12T12:00:00Z,MD-04,Line-D,RUNNING,83.36,2.09,21.73,Patel
2026-01-12T13:00:00Z,MA-01,Line-A,RUNNING,81.66,3.25,15.7,Morris
2026-01-12T13:00:00Z,MA-02,Line-A,RUNNING,78.69,4.25,34.74,Nguyen
2026-01-12T13:00:00Z,MA-03,Line-A,DOWN,84.3,2.56,30.68,Patel
2026-01-12T13:00:00Z,MA-04,Line-A,DOWN,71.39,8.3,31.16,Reid
2026-01-12T13:00:00Z,MB-01,Line-B,RUNNING,73.68,6.74,27.3,Alvarez
2026-01-12T13:00:00Z,MB-02,Line-B,RUNNING,80.81,5.0,14.27,Alvarez
2026-01-12T13:00:00Z,MB-03,Line-B,RUNNING,82.73,5.17,41.82,Alvarez
2026-01-12T13:00:00Z,MB-04,Line-B,RUNNING,76.01,6.19,15.7,Patel
2026-01-12T13:00:00Z,MC-01,Line-C,RUNNING,82.45,2.02,47.6,Chen
2026-01-12T13:00:00Z,MC-02,Line-C,RUNNING,66.86,4.69,23.58,Nguyen
2026-01-12T13:00:00Z,MC-03,Line-C,RUNNING,72.99,2.85,15.15,Patel
2026-01-12T13:00:00Z,MC-04,Line-C,RUNNING,74.98,3.13,34.89,Alvarez
2026-01-12T13:00:00Z,MD-01,Line-D,ALARM,84.94,6.02,42.65,Morris
2026-01-12T13:00:00Z,MD-02,Line-D,RUNNING,82.81,7.42,21.59,Patel
2026-01-12T13:00:00Z,MD-03,Line-D,RUNNING,69.32,3.48,34.45,Alvarez
2026-01-12T13:00:00Z,MD-04,Line-D,RUNNING,85.25,3.72,40.59,Reid
2026-01-12T14:00:00Z,MA-01,Line-A,RUNNING,65.96,4.4,35.95,Chen
2026-01-12T14:00:00Z,MA-02,Line-A,RUNNING,67.68,3.73,48.92,Reid
2026-01-12T14:00:00Z,MA-03,Line-A,RUNNING,66.78,4.66,15.69,Reid
2026-01-12T14:00:00Z,MA-04,Line-A,ALARM,84.41,4.74,25.93,Diaz
2026-01-12T14:00:00Z,MB-01,Line-B,RUNNING,73.07,3.91,25.1,Patel
2026-01-12T14:00:00Z,MB-02,Line-B,RUNNING,73.1,4.82,29.86,Chen
2026-01-12T14:00:00Z,MB-03,Line-B,RUNNING,63.88,7.04,24.01,Chen
2026-01-12T14:00:00Z,MB-04,Line-B,RUNNING,64.75,6.75,37.89,Reid
2026-01-12T14:00:00Z,MC-01,Line-C,RUNNING,80.54,2.11,44.9,Nguyen
2026-01-12T14:00:00Z,MC-02,Line-C,DOWN,85.11,3.51,21.85,Patel
2026-01-12T14:00:00Z,MC-03,Line-C,RUNNING,72.0,3.72,39.98,Morris
2026-01-12T14:00:00Z,MC-04,Line-C,RUNNING,63.47,3.37,49.49,Diaz
2026-01-12T14:00:00Z,MD-01,Line-D,RUNNING,81.83,6.2,43.81,Alvarez
2026-01-12T14:00:00Z,MD-02,Line-D,RUNNING,70.21,4.4,34.1,Alvarez
2026-01-12T14:00:00Z,MD-03,Line-D,DOWN,77.92,8.31,19.52,Chen
2026-01-12T14:00:00Z,MD-04,Line-D,ALARM,85.89,4.9,37.86,Diaz
2026-01-12T15:00:00Z,MA-01,Line-A,RUNNING,82.07,6.58,14.46,Diaz
2026-01-12T15:00:00Z,MA-02,Line-A,RUNNING,64.47,2.28,50.71,Nguyen
2026-01-12T15:00:00Z,MA-03,Line-A,ALARM,68.49,8.3,16.4,Morris
2026-01-12T15:00:00Z,MA-04,Line-A,RUNNING,71.02,3.72,50.98,Patel
2026-01-12T15:00:00Z,MB-01,Line-B,RUNNING,79.94,2.93,14.96,Diaz
2026-01-12T15:00:00Z,MB-02,Line-B,RUNNING,70.25,7.02,43.7,Chen
2026-01-12T15:00:00Z,MB-03,Line-B,RUNNING,82.94,4.92,14.65,Reid
2026-01-12T15:00:00Z,MB-04,Line-B,DOWN,85.05,3.53,19.58,Morris
2026-01-12T15:00:00Z,MC-01,Line-C,RUNNING,82.99,2.87,16.32,Alvarez
2026-01-12T15:00:00Z,MC-02,Line-C,RUNNING,83.62,4.21,32.19,Nguyen
2026-01-12T15:00:00Z,MC-03,Line-C,RUNNING,69.27,4.81,49.17,Patel
2026-01-12T15:00:00Z,MC-04,Line-C,RUNNING,72.83,7.33,36.87,Patel
2026-01-12T15:00:00Z,MD-01,Line-D,RUNNING,64.91,7.38,22.12,Alvarez
2026-01-12T15:00:00Z,MD-02,Line-D,RUNNING,75.0,5.72,47.17,Patel
2026-01-12T15:00:00Z,MD-03,Line-D,RUNNING,83.2,3.71,27.41,Nguyen
2026-01-12T15:00:00Z,MD-04,Line-D,ALARM,80.19,8.4,20.82,Alvarez
2026-01-12T16:00:00Z,MA-01,Line-A,RUNNING,70.71,2.04,24.67,Nguyen
2026-01-12T16:00:00Z,MA-02,Line-A,RUNNING,79.56,4.5,20.55,Alvarez
2026-01-12T16:00:00Z,MA-03,Line-A,RUNNING,67.15,4.99,14.78,Chen
2026-01-12T16:00:00Z,MA-04,Line-A,RUNNING,66.69,7.56,27.18,Diaz
2026-01-12T16:00:00Z,MB-01,Line-B,RUNNING,67.15,7.64,14.33,Nguyen
2026-01-12T16:00:00Z,MB-02,Line-B,RUNNING,63.55,2.06,30.82,Reid
2026-01-12T16:00:00Z,MB-03,Line-B,ALARM,84.82,7.53,18.99,Patel
2026-01-12T16:00:00Z,MB-04,Line-B,RUNNING,73.56,5.01,22.84,Patel
2026-01-12T16:00:00Z,MC-01,Line-C,RUNNING,74.04,2.27,45.27,Reid
2026-01-12T16:00:00Z,MC-02,Line-C,RUNNING,65.54,2.44,30.22,Nguyen
2026-01-12T16:00:00Z,MC-03,Line-C,RUNNING,65.63,4.77,28.39,Morris
2026-01-12T16:00:00Z,MC-04,Line-C,RUNNING,64.0,3.85,30.85,Alvarez
2026-01-12T16:00:00Z,MD-01,Line-D,RUNNING,75.42,3.92,50.76,Patel
2026-01-12T16:00:00Z,MD-02,Line-D,RUNNING,69.31,5.08,17.99,Patel
2026-01-12T16:00:00Z,MD-03,Line-D,RUNNING,83.3,5.46,29.88,Alvarez
2026-01-12T16:00:00Z,MD-04,Line-D,RUNNING,76.65,3.26,32.32,Morris
2026-01-12T17:00:00Z,MA-01,Line-A,RUNNING,74.3,4.75,30.66,Alvarez
2026-01-12T17:00:00Z,MA-02,Line-A,RUNNING,68.57,7.9,19.16,Diaz
2026-01-12T17:00:00Z,MA-03,Line-A,RUNNING,74.27,3.7,32.84,Morris
2026-01-12T17:00:00Z,MA-04,Line-A,RUNNING,75.13,7.52,16.55,Diaz
2026-01-12T17:00:00Z,MB-01,Line-B,RUNNING,74.0,5.39,46.28,Chen
2026-01-12T17:00:00Z,MB-02,Line-B,RUNNING,73.23,3.89,18.41,Nguyen
2026-01-12T17:00:00Z,MB-03,Line-B,RUNNING,67.28,7.17,17.94,Diaz
2026-01-12T17:00:00Z,MB-04,Line-B,RUNNING,67.27,7.35,34.15,Nguyen
2026-01-12T17:00:00Z,MC-01,Line-C,ALARM,65.44,8.03,49.0,Reid
2026-01-12T17:00:00Z,MC-02,Line-C,RUNNING,71.45,5.45,47.35,Chen
2026-01-12T17:00:00Z,MC-03,Line-C,RUNNING,78.67,2.51,22.8,Diaz
2026-01-12T17:00:00Z,MC-04,Line-C,RUNNING,78.3,5.97,38.85,Diaz
2026-01-12T17:00:00Z,MD-01,Line-D,RUNNING,71.55,6.96,26.66,Chen
2026-01-12T17:00:00Z,MD-02,Line-D,DOWN,68.19,7.93,36.96,Chen
2026-01-12T17:00:00Z,MD-03,Line-D,RUNNING,85.12,3.55,22.05,Reid
2026-01-12T17:00:00Z,MD-04,Line-D,RUNNING,69.25,7.79,25.43,Reid
2026-01-12T18:00:00Z,MA-01,Line-A,RUNNING,64.02,2.19,32.5,Chen
2026-01-12T18:00:00Z,MA-02,Line-A,RUNNING,69.63,4.69,46.87,Nguyen
2026-01-12T18:00:00Z,MA-03,Line-A,RUNNING,64.28,2.41,37.45,Diaz
2026-01-12T18:00:00Z,MA-04,Line-A,RUNNING,85.49,6.41,16.62,Nguyen
